DB ID	Ligand ID	Ligand SMILES
P14489		
P14489		
P14489		
P14489		
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	EDO	C(CO)O
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489		
P14489		
P14489		
P14489		
P14489	CO	[Co+2]
P14489	SO4	[O-]S(=O)(=O)[O-]
P14489	CO	[Co+2]
P14489	SO4	[O-]S(=O)(=O)[O-]
Q51400	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q51400	IM2	[H]/N=C/NCCSC1=C(N[C@H](C1)[C@H](C=O)[C@@H](C)O)C(=O)O
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q51400	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q51400	MER	C[C@@H]1[C@@H](NC(=C1S[C@H]2C[C@H](NC2)C(=O)N(C)C)C(=O)O)[C@H](C=O)[C@@H](C)O
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q51400	SO4	[O-]S(=O)(=O)[O-]
Q47066	SO4	[O-]S(=O)(=O)[O-]
O34006		
O34006		
O34006		
O34006		
P0A1V8	FMT	C(=O)O
P0A1V8	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P0A1V8	FMT	C(=O)O
P0A1V8	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	KCX	C(CCNC(=O)O)C[C@@H](C(=O)O)N
P14489	MSE	C[Se]CC[C@@H](C(=O)O)N
